country,region,health_exp_pct_gdp,continent,iso3,year,education_exp,public_health_exp,wages_exp,pensions_exp,sickness_disability_exp,gdp_per_capita,unemployment_exp,family_children_exp,gdp,gdpv,cpi,total_population,alcohol_consume,fruit_supply,obese_pop_measured,overweight_pop_measured,sugar_supply,tobacco_consumption,total_calories_supply,total_fat_supply,total_protein_supply,vape_pop_15_over,veggie_supply,life_expectancy
Norway,Europe,8.017,Europe,NOR,2007.0,94437000000.0,137239000000.0,175623000000.0,114588000000.0,134041000000.0,56175.7,7222000000.0,66680000000.0,2360170000000.0,3063580000000.0,0.756148302,4709156.0,6.6,142.5,,,37.5,1123.0,3464.0,148.3,107.1,3.3,77.6,80.6
Norway,Europe,7.915,Europe,NOR,2008.0,100742000000.0,148188000000.0,192718000000.0,124117000000.0,146232000000.0,62072.8,6941000000.0,72908000000.0,2622120000000.0,3078350000000.0,0.784679397,4768215.0,6.8,148.0,,,38.4,1147.0,3478.0,147.2,109.9,3.3,81.7,80.8
Norway,Europe,9.033,Europe,NOR,2009.0,107533000000.0,157027000000.0,212509000000.0,132444000000.0,159640000000.0,55620.8,11824000000.0,79332000000.0,2439710000000.0,3018620000000.0,0.801694034,4828716.0,6.7,129.0,,,37.6,1161.0,3471.0,147.3,109.7,3.3,78.9,81.0
Norway,Europe,8.858,Europe,NOR,2010.0,112301000000.0,167594000000.0,223056000000.0,141702000000.0,165453000000.0,58226.7,14516000000.0,83633000000.0,2605350000000.0,3042370000000.0,0.821086262,4889253.0,6.6,80.6,,,46.4,1123.0,3491.0,143.9,117.6,3.3,68.4,81.2
Norway,Europe,8.735,Europe,NOR,2011.0,116360000000.0,175714000000.0,235102000000.0,157393000000.0,174605000000.0,62460.1,12568000000.0,88253000000.0,2809930000000.0,3076010000000.0,0.831636823,4953089.0,6.4,80.3,,,46.1,1073.0,3485.0,144.9,116.2,3.3,68.4,81.4
Norway,Europe,8.722,Europe,NOR,2012.0,120939000000.0,184820000000.0,245401000000.0,173134000000.0,180931000000.0,65774.4,11484000000.0,92222000000.0,2983080000000.0,3159620000000.0,0.837283602,5018574.0,6.2,80.4,,,45.6,948.0,3507.0,143.6,116.4,3.3,69.1,81.5
Norway,Europe,8.874,Europe,NOR,2013.0,124534000000.0,194925000000.0,258682000000.0,188077000000.0,187906000000.0,67377.9,11785000000.0,96668000000.0,3090340000000.0,3191730000000.0,0.854966937,5080171.0,6.2,80.8,,,45.5,923.0,3480.0,140.7,114.8,3.3,72.2,81.8
Norway,Europe,9.283,Europe,NOR,2014.0,132517000000.0,207921000000.0,274657000000.0,203821000000.0,193909000000.0,66332.5,13393000000.0,100933000000.0,3161780000000.0,3257100000000.0,0.872650271,5137427.0,6.1,81.4,,,44.8,837.0,3466.0,143.4,111.2,3.3,74.5,82.2
Norway,Europe,10.07,Europe,NOR,2015.0,137675000000.0,219995000000.0,290077000000.0,216563000000.0,207994000000.0,60737.9,15452000000.0,103874000000.0,3130180000000.0,3317590000000.0,0.891596701,5189898.0,6.0,79.6,,,44.5,876.0,3423.0,142.1,112.5,3.3,71.9,82.4
Norway,Europe,10.53,Europe,NOR,2016.0,141092000000.0,228650000000.0,302480000000.0,228353000000.0,213349000000.0,59280.2,17229000000.0,107133000000.0,3116040000000.0,3356230000000.0,0.923322684,5236152.0,6.0,80.2,,,43.4,926.0,3407.0,142.0,112.3,3.3,75.1,82.5
Norway,Europe,10.23,Europe,NOR,2017.0,146420000000.0,239325000000.0,320364000000.0,238644000000.0,220478000000.0,64589.6,16066000000.0,109615000000.0,3323100000000.0,3438920000000.0,0.94063452,5276965.0,6.0,80.1,,,43.0,761.0,3377.0,138.5,113.8,3.0,72.6,82.7
Norway,Europe,9.96,Europe,NOR,2018.0,153046000000.0,250755000000.0,332438000000.0,249840000000.0,228916000000.0,70253.8,12454000000.0,110860000000.0,3576580000000.0,3467430000000.0,0.966267925,5311916.0,6.0,78.2,,,42.7,793.0,3414.0,137.8,116.1,3.1,71.4,82.8
Norway,Europe,10.438,Europe,NOR,2019.0,159828000000.0,263472000000.0,349083000000.0,262119000000.0,239285000000.0,69916.4,10739000000.0,115059000000.0,3596940000000.0,3506390000000.0,0.987369047,5347893.0,6.1,76.7,,,44.7,776.0,3440.0,138.2,116.6,3.1,75.7,83.0
Norway,Europe,11.249,Europe,NOR,2020.0,158949000000.0,278290000000.0,363447000000.0,271762000000.0,252288000000.0,65130.2,41780000000.0,116171000000.0,3461580000000.0,3461580000000.0,1.0,5379472.0,7.2,74.3,,,53.9,893.0,3446.0,135.9,118.4,2.9,76.6,83.3
Norway,Europe,9.919,Europe,NOR,2021.0,166282000000.0,306644000000.0,381439000000.0,289006000000.0,264354000000.0,81866.8,29115000000.0,121323000000.0,4211620000000.0,3596520000000.0,1.034995171,5408320.0,7.4,74.3,,,53.9,1115.0,3446.0,135.9,118.4,2.6,76.6,83.2
New Zealand,Oceania,,Oceania,NZL,1960.0,,,,,,,,,,,,2381670.0,7.9,63.3,12.7,32.3,49.2,3293.0,2926.0,108.4,96.3,0.1,83.3,71.1
New Zealand,Oceania,,Oceania,NZL,1961.0,,,,,,,,,,,,2432380.0,8.040000000000001,63.3,12.7,32.3,49.2,3273.4,2926.0,108.4,96.3,0.1,83.3,71.1
New Zealand,Oceania,,Oceania,NZL,1962.0,,,,,,,,,,,,2488530.0,8.18,64.1,12.7,32.3,50.7,3253.8,2963.0,112.1,99.1,0.1,86.2,71.2
New Zealand,Oceania,,Oceania,NZL,1963.0,,,,,,,,,,,,2541415.0,8.32,66.5,12.7,32.3,49.7,3234.2,2952.0,109.0,98.8,0.1,96.6,71.2
New Zealand,Oceania,,Oceania,NZL,1964.0,,,,,,,,,,,0.05632506,2591965.0,8.459999999999999,76.8,12.7,32.3,44.2,3214.6,2956.0,114.7,96.4,0.1,97.1,71.2
New Zealand,Oceania,,Oceania,NZL,1965.0,,,,,,,,,,,0.058238697,2640400.0,8.6,64.9,12.7,32.3,49.5,3195.0,2966.0,114.0,92.9,0.1,94.5,71.2
New Zealand,Oceania,,Oceania,NZL,1966.0,,,,,,,,,,,0.059843452,2687580.0,8.84,76.0,12.7,32.3,51.0,3178.8,3086.0,120.5,97.0,0.1,70.0,71.3
New Zealand,Oceania,,Oceania,NZL,1967.0,,,,,,,,,,,0.063468122,2728115.0,9.08,70.6,12.7,32.3,49.8,3162.6,2999.0,121.7,93.3,0.1,73.3,71.4
New Zealand,Oceania,,Oceania,NZL,1968.0,,,,,,,,,,,0.066204821,2758885.0,9.32,67.5,12.7,32.3,46.1,3146.4,2971.0,118.7,96.6,0.1,78.2,71.4
New Zealand,Oceania,,Oceania,NZL,1969.0,,,,,,,,,,,0.069465569,2788435.0,9.56,65.6,12.7,32.3,49.4,3130.2,2962.0,112.0,100.2,0.1,90.1,71.5
New Zealand,Oceania,5.073,Oceania,NZL,1970.0,,,,,,3897.3,,,5780556504.0,75419278197.0,0.073992767,2828020.0,9.8,72.5,12.7,32.3,49.9,3114.0,2958.0,114.0,95.9,0.1,81.6,71.5
New Zealand,Oceania,5.007,Oceania,NZL,1971.0,,,,,,4271.1,,,6832107053.0,78274243470.0,0.081678815,2875305.0,10.4,66.2,12.7,32.3,48.4,3108.0,3024.0,125.9,96.2,0.1,77.5,71.6
New Zealand,Oceania,5.012,Oceania,NZL,1972.0,,,,,,4672.3,,,7897485692.0,82281186496.0,0.087341452,2929135.0,10.6,74.9,12.7,32.3,48.3,3173.0,3050.0,126.9,97.3,0.1,86.3,71.7
New Zealand,Oceania,5.267,Oceania,NZL,1973.0,,,,,,5024.7,,,9149549946.0,88699348263.0,0.094474337,2992335.0,11.3,71.8,12.7,32.3,48.4,3113.0,3086.0,123.7,101.5,0.1,88.5,71.8
New Zealand,Oceania,5.93,Oceania,NZL,1974.0,,,,,,5607.1,,,9972530510.0,94015490495.0,0.104969869,3058435.0,11.5,72.3,12.7,32.3,51.4,3112.0,3093.0,122.5,100.1,0.1,89.1,72.0
New Zealand,Oceania,6.466,Oceania,NZL,1975.0,,,,,,6205.4,,,11246097819.0,92387440303.0,0.120384645,3117765.0,11.5,66.8,12.7,32.3,44.9,3232.0,3134.0,124.2,109.6,0.1,89.2,72.1
New Zealand,Oceania,6.055,Oceania,NZL,1976.0,,,,,,6439.0,,,13656394813.0,93245546181.0,0.14073794,3153535.0,11.6,70.9,12.7,32.3,49.4,3154.0,3235.0,129.2,115.9,0.1,80.1,72.3
New Zealand,Oceania,6.325,Oceania,NZL,1977.0,,,,,,6368.5,,,15313107468.0,89575086452.0,0.160981069,3164830.0,11.5,69.9,12.7,32.3,46.6,3157.0,3114.0,121.8,102.5,0.1,85.8,72.5
New Zealand,Oceania,6.738,Oceania,NZL,1978.0,,,,,,7134.4,,,17407700517.0,89859997014.0,0.180228924,3165705.0,12.1,74.0,12.7,32.3,51.0,3066.0,3124.0,118.8,107.8,0.1,100.3,72.7
New Zealand,Oceania,6.327,Oceania,NZL,1979.0,,,,,,7570.6,,,20081898643.0,91829552954.0,0.204919564,3164620.0,11.6,73.3,12.7,32.3,50.3,2970.0,3051.0,120.1,95.5,0.1,91.1,72.9
New Zealand,Oceania,5.762,Oceania,NZL,1980.0,,,,,,8343.6,,,23446149355.0,93008903990.0,0.240064416,3170245.0,11.8,82.4,12.7,32.3,46.1,2856.0,3063.0,122.5,99.8,0.1,95.6,73.2
New Zealand,Oceania,5.719,Oceania,NZL,1981.0,,,,,,9320.3,,,28372303796.0,97338154721.0,0.276962687,3185460.0,11.7,90.3,12.7,32.3,45.7,2905.0,3063.0,126.5,96.9,0.1,82.0,73.4
New Zealand,Oceania,5.759,Oceania,NZL,1982.0,,,,,,10312.4,,,32670959994.0,98243515113.0,0.32173009,3210645.0,11.7,86.2,12.7,32.3,49.3,2832.0,3078.0,118.2,101.7,0.1,91.5,73.6
New Zealand,Oceania,5.61,Oceania,NZL,1983.0,,,,,,11099.0,,,36411514170.0,101674000000.0,0.345348536,3245770.0,10.6,84.2,12.7,32.3,44.2,2769.0,2970.0,124.3,92.2,0.1,85.3,73.7
New Zealand,Oceania,5.312,Oceania,NZL,1984.0,,,,,,12171.3,,,41289775444.0,106548000000.0,0.366660859,3278850.0,11.0,93.2,12.7,32.3,46.9,2779.0,3068.0,130.0,96.2,0.1,84.9,73.8
New Zealand,Oceania,4.883,Oceania,NZL,1985.0,,,,,,12493.8,,,47677160221.0,108268000000.0,0.423191387,3298050.0,10.8,98.7,12.7,32.3,47.6,2493.0,3021.0,119.8,99.5,0.1,93.6,74.0
New Zealand,Oceania,5.037,Oceania,NZL,1986.0,,,,,,13092.7,,,56643934199.0,104362000000.0,0.479109356,3308310.0,11.3,100.4,12.7,32.3,53.1,2304.0,3152.0,126.3,100.9,0.1,97.4,74.1
New Zealand,Oceania,5.575,Oceania,NZL,1987.0,,,,,,13258.1,,,63693232542.0,106514000000.0,0.554541733,3327785.0,10.3,118.1,12.7,32.3,55.8,2327.0,3162.0,122.9,99.9,0.1,110.2,74.5
New Zealand,Oceania,6.087,Oceania,NZL,1988.0,,,,,,13722.7,,,69278000000.0,108240000000.0,0.589895191,3343680.0,10.1,114.0,12.7,32.3,53.0,2317.0,3124.0,123.8,97.4,0.1,102.0,74.8
New Zealand,Oceania,6.24,Oceania,NZL,1989.0,,,,,,14321.9,,,73684000000.0,109864000000.0,0.62361355,3357535.0,10.2,117.0,12.7,32.3,51.8,1877.0,3076.0,123.7,92.3,0.1,102.0,75.2
New Zealand,Oceania,6.664,Oceania,NZL,1990.0,,,,,,14580.2,,,76679000000.0,111001000000.0,0.661644245,3390085.0,10.3,101.4,13.462499999999999,32.637499999999996,52.0,1971.0,3257.0,133.5,101.3,0.1,103.7,75.5
New Zealand,Oceania,7.099,Oceania,NZL,1991.0,,,,,,14529.6,,,75233000000.0,108490000000.0,0.678862866,3495100.0,9.9,96.7,14.225,32.974999999999994,51.7,1738.0,3196.0,129.7,98.1,0.1,119.9,75.8
New Zealand,Oceania,7.23,Oceania,NZL,1992.0,,,,,,14897.1,,,77308000000.0,109575000000.0,0.685750315,3531700.0,9.8,100.7,14.9875,33.3125,51.4,1560.0,3188.0,127.5,94.6,0.1,102.2,76.1
New Zealand,Oceania,6.935,Oceania,NZL,1993.0,,,,,,15904.9,,,82844000000.0,114846000000.0,0.694584216,3572200.0,9.3,112.6,15.75,33.65,49.4,1527.0,3229.0,125.2,100.1,0.1,122.3,76.3
New Zealand,Oceania,6.954,Oceania,NZL,1994.0,,,,,,17047.1,,,89105000000.0,122817000000.0,0.706707324,3620000.0,9.5,116.0,16.5125,33.9875,52.4,1470.0,3168.0,116.1,94.3,0.1,199.1,76.6
New Zealand,Oceania,6.948,Oceania,NZL,1995.0,,,,,,17878.1,,,94852000000.0,127923000000.0,0.733243765,3673400.0,9.3,115.9,17.275,34.325,46.3,1474.0,3208.0,123.4,105.9,0.1,200.3,76.8
New Zealand,Oceania,6.891,Oceania,NZL,1996.0,,,,,,18436.9,,,100484000000.0,132722000000.0,0.750003622,3732000.0,8.8,118.2,18.0375,34.6625,50.1,1502.0,3199.0,122.0,97.7,0.1,191.9,77.1
New Zealand,Oceania,7.098,Oceania,NZL,1997.0,,,,,,19125.1,,,103861000000.0,136716000000.0,0.758907296,3781300.0,8.7,115.0,18.8,35.0,52.5,1435.0,3223.0,121.9,97.5,0.1,152.0,77.4
New Zealand,Oceania,7.513,Oceania,NZL,1998.0,,,,,,19319.1,,,105866000000.0,137799000000.0,0.768509298,3815000.0,8.7,109.0,19.833333333333336,35.083333333333336,52.9,1367.0,3209.0,113.6,93.9,0.1,135.7,77.7
New Zealand,Oceania,7.397,Oceania,NZL,1999.0,,,,,,20579.4,,,111212000000.0,144215000000.0,0.767631151,3835100.0,8.9,113.8,20.866666666666667,35.166666666666664,54.1,1302.0,3187.0,113.7,93.2,0.1,137.1,78.1
New Zealand,Oceania,7.47,Oceania,NZL,2000.0,,,,,,21502.0,,,118342000000.0,149943000000.0,0.787706493,3857700.0,8.9,128.3,21.9,35.25,57.4,1339.0,3173.0,114.2,87.9,0.1,131.8,78.4
New Zealand,Oceania,7.579,Oceania,NZL,2001.0,,,,,,22526.4,,,126300000000.0,153556000000.0,0.808390252,3880500.0,8.7,122.1,22.933333333333334,35.333333333333336,59.8,1126.0,3117.0,112.4,90.3,0.1,142.5,78.7
New Zealand,Oceania,7.9,Oceania,NZL,2002.0,,,,,,23306.3,,,133688000000.0,161424000000.0,0.830031592,3948500.0,9.1,116.6,23.96666666666667,35.416666666666664,60.6,1182.0,3121.0,115.1,90.7,0.1,122.7,79.0
New Zealand,Oceania,7.722,Oceania,NZL,2003.0,,,,,,23990.1,,,141535000000.0,168607000000.0,0.84458683,4027200.0,8.9,108.4,25.0,35.5,62.2,1008.0,3120.0,114.1,91.8,0.1,117.8,79.3
New Zealand,Oceania,7.901,Oceania,NZL,2004.0,,,,,,25103.3,,,153011000000.0,176264000000.0,0.863929975,4087500.0,9.1,113.5,25.375,35.625,60.2,989.0,3157.0,117.8,93.4,0.1,138.5,79.6
New Zealand,Oceania,8.273,Oceania,NZL,2005.0,,,,,,25677.4,,,160804000000.0,180542000000.0,0.890167707,4133900.0,9.3,119.1,25.75,35.75,61.5,1024.0,3183.0,118.9,92.2,0.1,122.1,79.8
New Zealand,Oceania,8.638,Oceania,NZL,2006.0,,,,,,27732.8,,,168959000000.0,185121000000.0,0.920125451,4184600.0,9.3,97.0,26.125,35.875,59.0,1006.0,3151.0,118.5,93.9,0.1,151.7,80.1
New Zealand,Oceania,8.329,Oceania,NZL,2007.0,,,,,,29332.5,,,183229000000.0,192287000000.0,0.94198895,4223800.0,9.2,114.2,26.5,36.0,60.1,1004.0,3184.0,121.0,94.4,0.1,129.5,80.3
New Zealand,Oceania,9.124,Oceania,NZL,2008.0,,,,,,29827.1,,,189445000000.0,191513000000.0,0.979281768,4259800.0,9.5,120.3,27.15,36.5,62.4,1016.0,3205.0,120.9,94.1,0.1,131.7,80.5
New Zealand,Oceania,9.621,Oceania,NZL,2009.0,,,,,,30678.9,,,191875000000.0,192233000000.0,1.0,4302600.0,9.3,110.3,27.8,37.0,60.3,967.0,3144.0,116.2,92.0,0.1,140.9,80.7
New Zealand,Oceania,9.593,Oceania,NZL,2010.0,,,,,,31224.7,,,201529000000.0,196203000000.0,1.023020258,4350700.0,9.6,60.2,28.133333333333333,36.53333333333333,58.2,964.0,3100.0,116.6,87.6,0.1,113.4,80.8
New Zealand,Oceania,9.52,Oceania,NZL,2011.0,,,,,,32701.4,,,211003000000.0,199661000000.0,1.064226519,4384000.0,9.5,59.0,28.46666666666667,36.06666666666667,57.1,859.0,3181.0,132.5,96.3,0.1,124.7,81.0
New Zealand,Oceania,9.652,Oceania,NZL,2012.0,,,,,,32988.6,,,215941000000.0,204952000000.0,1.075506445,4408100.0,9.2,61.1,28.8,35.6,56.7,818.0,3147.0,119.6,90.8,0.1,126.2,81.2
New Zealand,Oceania,9.36,Oceania,NZL,2013.0,,,,,,36242.5,,,228071000000.0,209480000000.0,1.087707182,4442100.0,9.2,70.4,31.0,33.9,56.7,769.0,3204.0,124.6,93.3,0.1,115.8,81.4
New Zealand,Oceania,9.402,Oceania,NZL,2014.0,,,,,,37293.4,,,240912000000.0,216389000000.0,1.101058932,4516500.0,9.1,66.8,30.1,35.1,57.9,742.0,3148.0,114.3,91.7,0.5333333333333333,124.6,81.4
New Zealand,Oceania,9.283,Oceania,NZL,2015.0,,,,,,37479.7,,,251635000000.0,225283000000.0,1.104281768,4609400.0,8.7,65.7,30.9,34.9,57.9,704.0,3154.0,113.5,91.5,0.9666666666666666,125.7,81.5
New Zealand,Oceania,9.244,Oceania,NZL,2016.0,,,,,,39933.6,,,266726000000.0,234542000000.0,1.111418048,4714100.0,8.9,73.1,31.8,35.2,53.5,669.0,3150.0,114.0,96.0,1.4,122.6,81.6
New Zealand,Oceania,8.97,Oceania,NZL,2017.0,,,,,,42204.7,,,286359000000.0,244056000000.0,1.131988029,4813600.0,8.8,67.0,32.4,34.5,55.6,623.0,3162.0,113.9,92.2,2.65,117.1,81.7
New Zealand,Oceania,9.038,Oceania,NZL,2018.0,,,,,,42507.4,,,302508000000.0,254208000000.0,1.150080571,4900600.0,8.8,63.1,32.5,34.6,55.8,586.0,3217.0,118.4,98.3,3.9,132.6,81.7
New Zealand,Oceania,9.069,Oceania,NZL,2019.0,,,,,,45823.6,,,319783000000.0,262340000000.0,1.168707642,4979200.0,8.8,61.9,31.3,34.2,61.1,586.0,3196.0,117.0,97.4,4.8,110.6,82.1
New Zealand,Oceania,9.689,Oceania,NZL,2020.0,,,,,,45518.8,,,323208000000.0,259550000000.0,1.188745856,5090200.0,8.7,54.4,31.2,35.2,62.1,586.0,3214.0,122.5,93.4,5.3,90.3,82.3
New Zealand,Oceania,10.125,Oceania,NZL,2021.0,,,,,,48003.3,,,352397000000.0,275074000000.0,1.235595764,5111400.0,8.8,54.4,34.3,33.7,62.1,586.0,3214.0,122.5,93.4,8.2,90.3,82.3
Poland,Europe,,Europe,POL,1960.0,,,,,,,,,,,,29405729.0,6.3,18.2,,,32.5,2014.0,3270.0,88.4,96.5,,91.2,67.8
Poland,Europe,,Europe,POL,1961.0,,,,,,,,,,,,29965300.0,6.3,18.2,,,32.5,2014.0,3270.0,88.4,96.5,,91.2,67.8
Poland,Europe,,Europe,POL,1962.0,,,,,,,,,,,,30323900.0,6.1,19.1,,,32.1,2014.0,3273.0,88.5,96.7,,81.2,67.5
Poland,Europe,,Europe,POL,1963.0,,,,,,,,,,,,30690900.0,6.2,18.2,,,34.4,2014.0,3291.0,90.5,97.8,,100.9,68.5
Poland,Europe,,Europe,POL,1964.0,,,,,,,,,,,,31161200.0,6.2,24.2,,,33.6,2014.0,3304.0,92.7,98.7,,99.3,68.7
Poland,Europe,,Europe,POL,1965.0,,,,,,,,,,,,31495900.0,6.4,23.3,,,34.9,2014.0,3358.0,95.6,100.9,,97.8,69.5
Poland,Europe,,Europe,POL,1966.0,,,,,,,,,,,,31698000.0,6.6,31.8,,,36.4,2014.0,3380.0,96.6,101.9,,107.7,69.9
Poland,Europe,,Europe,POL,1967.0,,,,,,,,,,,,31943900.0,6.9,30.4,,,37.8,2014.0,3376.0,97.4,100.9,,95.0,69.5
Poland,Europe,,Europe,POL,1968.0,,,,,,,,,,,,32304800.0,7.4,31.6,,,39.9,2014.0,3391.0,100.8,100.3,,94.2,70.3
Poland,Europe,,Europe,POL,1969.0,,,,,,,,,,,,32555100.0,7.7,28.6,,,41.1,2014.0,3405.0,102.2,100.8,,93.5,69.8
Poland,Europe,,Europe,POL,1970.0,,,,,,,,,,,,32642270.0,7.6,29.9,,,41.6,2014.0,3422.0,104.0,102.4,,111.3,70.0
Poland,Europe,,Europe,POL,1971.0,,,,,,,,,,,,32749400.0,8.0,28.6,,,42.1,2014.0,3429.0,106.0,104.2,,93.9,69.7
Poland,Europe,,Europe,POL,1972.0,,,,,,,,,,,,33068000.0,8.6,28.4,,,43.5,2014.0,3469.0,108.3,106.0,,95.6,70.7
Poland,Europe,,Europe,POL,1973.0,,,,,,,,,,,,33362700.0,9.2,29.8,,,44.3,2014.0,3504.0,111.7,107.4,,105.0,70.7
Poland,Europe,,Europe,POL,1974.0,,,,,,,,,,,,33691008.0,8.7,30.0,,,46.9,2014.0,3515.0,113.2,108.4,,92.1,71.2
Poland,Europe,,Europe,POL,1975.0,,,,,,,,,,,,34022130.0,9.6,31.0,,,46.1,2014.0,3539.0,116.4,111.8,,110.9,70.6
Poland,Europe,,Europe,POL,1976.0,,,,,,,,,,,,34362133.0,10.8,38.3,,,46.9,2014.0,3589.0,116.7,112.7,,95.4,70.7
Poland,Europe,,Europe,POL,1977.0,,,,,,,,,,,,34697576.0,11.3,44.6,,,44.3,2014.0,3579.0,118.5,111.7,,98.5,70.5
Poland,Europe,,Europe,POL,1978.0,,,,,,,,,,,,35009862.0,10.9,42.2,,,45.6,2014.0,3585.0,119.3,113.0,,109.4,70.4
Poland,Europe,,Europe,POL,1979.0,,,,,,,,,,,,35256645.0,10.9,42.2,,,46.8,2014.0,3586.0,119.3,112.1,,118.6,70.9
Poland,Europe,,Europe,POL,1980.0,,,,,,,,,,,,35578019.0,11.5,39.0,,,45.0,2014.0,3577.0,116.5,112.4,,103.2,70.2
Poland,Europe,,Europe,POL,1981.0,,,,,,,,,,,,35901961.0,8.7,32.8,,,36.3,2014.0,3362.0,113.9,107.2,,120.7,71.2
Poland,Europe,,Europe,POL,1982.0,,,,,,,,,,,,36227381.0,8.5,42.4,,,45.3,2014.0,3280.0,102.2,98.4,,108.7,71.2
Poland,Europe,,Europe,POL,1983.0,,,,,,,,,,,,36571418.0,8.6,37.8,,,49.0,2014.0,3357.0,106.8,99.8,,105.0,71.1
Poland,Europe,,Europe,POL,1984.0,,,,,,,,,,,,36913515.0,8.7,36.4,,,49.0,2014.0,3339.0,108.2,97.9,,118.3,70.9
Poland,Europe,,Europe,POL,1985.0,,,,,,,,,,,,37202981.0,9.4,28.6,,,44.9,2014.0,3360.0,112.5,101.2,,108.0,71.1
Poland,Europe,,Europe,POL,1986.0,,,,,,,,,,,,37455681.0,9.7,35.6,,,44.7,2014.0,3426.0,116.4,104.8,,116.2,71.0
Poland,Europe,,Europe,POL,1987.0,,,,,,,,,,,,37663756.0,9.7,18.7,,,50.2,2014.0,3454.0,116.9,104.4,,118.2,71.5
Poland,Europe,,Europe,POL,1988.0,,,,,,,,,,,,37862063.0,9.5,32.1,,,50.3,2014.0,3474.0,117.5,105.7,,119.1,71.5
Poland,Europe,,Europe,POL,1989.0,,,,,,,,,,,0.009670638,37962808.0,9.2,31.5,,,51.1,2014.0,3489.0,119.1,104.6,,118.8,71.2
Poland,Europe,4.328,Europe,POL,1990.0,,,,,,6192.1,,4737000000.0,61641452811.0,735117000000.0,0.064588139,38030500.0,8.3,28.9,,,48.0,2014.0,3347.0,110.6,101.0,,123.4,70.7
Poland,Europe,4.79,Europe,POL,1991.0,,,,,,5931.4,,5410000000.0,88987998015.0,683544000000.0,0.114172137,38108500.0,8.8,38.8,,,38.6,2014.0,3288.0,111.0,102.4,,129.7,70.4
Poland,Europe,5.017,Europe,POL,1992.0,,,,,,6200.1,,5944000000.0,126463000000.0,700735000000.0,0.166803851,38173500.0,8.3,41.5,,,39.6,2014.0,3361.0,115.3,102.1,,112.4,71.0
Poland,Europe,5.116,Europe,POL,1993.0,,,,,,6567.6,,6180000000.0,171390000000.0,726931000000.0,0.228461494,38221000.0,8.4,45.9,,,45.1,2014.0,3425.0,113.2,100.8,,131.9,71.5
Poland,Europe,4.999,Europe,POL,1994.0,,,,,,7048.0,,6525000000.0,247655000000.0,765406000000.0,0.30383386,38252000.0,8.3,34.6,,,42.9,2014.0,3300.0,109.0,97.3,,127.1,71.8
Poland,Europe,4.918,Europe,POL,1995.0,17066000000.0,5694000000.0,38729000000.0,49750000000.0,12730000000.0,7685.6,,6514000000.0,338978000000.0,818615000000.0,0.388759643,38274500.0,8.1,41.7,,,41.3,2014.0,3320.0,111.1,98.4,,134.3,72.0
Poland,Europe,5.234,Europe,POL,1996.0,21796000000.0,9928000000.0,47056000000.0,56060000000.0,16320000000.0,8278.1,,6807000000.0,423833000000.0,870287000000.0,0.465714477,38289000.0,8.1,49.4,,,43.0,2014.0,3340.0,111.7,98.7,,129.3,72.3
Poland,Europe,5.099,Europe,POL,1997.0,25965000000.0,14177000000.0,54306000000.0,64040000000.0,19270000000.0,8936.6,,7224000000.0,516448000000.0,931090000000.0,0.53516724,38292000.0,8.6,44.7,,,43.5,1953.4,3316.0,110.3,97.1,,137.7,72.7
Poland,Europe,5.022,Europe,POL,1998.0,29080000000.0,17837000000.0,61140000000.0,68510000000.0,22170000000.0,9488.0,,8544000000.0,601873000000.0,976861000000.0,0.597235153,38283500.0,8.4,49.2,,,43.8,1892.8,3378.0,113.8,99.3,,135.9,73.1
Poland,Europe,5.456,Europe,POL,1999.0,35374000000.0,23565000000.0,60995000000.0,74140000000.0,23920000000.0,10040.9,,9024000000.0,666424000000.0,1020330000000.0,0.639961789,38270000.0,8.3,50.5,,,43.4,1832.2,3384.0,114.3,99.7,,130.8,73.1
Poland,Europe,5.288,Europe,POL,2000.0,39236000000.0,26984000000.0,67528000000.0,86940000000.0,20210000000.0,10674.2,,10180000000.0,747224000000.0,1065980000000.0,0.70331912,38258477.5,8.4,47.1,,,45.5,1771.6,3419.0,113.4,99.8,,138.4,73.8
Poland,Europe,5.667,Europe,POL,2001.0,42906000000.0,30650000000.0,81067000000.0,97317000000.0,21777000000.0,11121.9,5967000000.0,10547000000.0,784671000000.0,1079600000000.0,0.741356962,38248076.0,7.8,54.0,,,46.0,1711.0,3421.0,114.0,99.6,,133.2,74.2
Poland,Europe,6.067,Europe,POL,2002.0,44514000000.0,32400000000.0,84501000000.0,99916000000.0,23598000000.0,11804.3,6130000000.0,11154000000.0,813132000000.0,1095190000000.0,0.755481955,38232301.0,8.1,49.0,,,45.9,1672.6666666666667,3429.0,116.3,100.6,,109.3,74.5
Poland,Europe,5.954,Europe,POL,2003.0,45836000000.0,32887000000.0,88300000000.0,106727000000.0,22094000000.0,12289.1,6358000000.0,11539000000.0,847297000000.0,1134260000000.0,0.760639628,38195177.0,9.1,48.8,,,46.0,1634.3333333333333,3421.0,114.7,101.0,,122.8,74.7
Poland,Europe,5.868,Europe,POL,2004.0,46931000000.0,36220000000.0,91976000000.0,112470000000.0,23795000000.0,13353.8,8432000000.0,9136000000.0,931877000000.0,1189000000000.0,0.786369386,38180249.0,9.2,49.7,,,44.9,1596.0,3380.0,113.2,99.1,,127.6,74.9
