"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1972","1972",3031,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1973","1973",3066,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1974","1974",3144,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1975","1975",3065,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1976","1976",3235,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1977","1977",3222,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1978","1978",3257,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1979","1979",3193,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1980","1980",3156,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1981","1981",3137,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1982","1982",2971,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1983","1983",2998,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1984","1984",3073,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1985","1985",3030,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1986","1986",2938,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1987","1987",2901,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1988","1988",2919,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1989","1989",2919,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1990","1990",3127,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1991","1991",2922,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1992","1992",2835,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1993","1993",3000,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1994","1994",2931,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1995","1995",3027,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1996","1996",3056,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1997","1997",3046,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1998","1998",3068,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","1999","1999",3081,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","2000","2000",3141,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","2001","2001",3239,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","2002","2002",3319,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","2003","2003",3365,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","2004","2004",3354,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","2005","2005",3396,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","2006","2006",3430,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","2007","2007",3375,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","2008","2008",3402,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","2009","2009",3379,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","2010","2010",3325,"B","Break"
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","2011","2011",3336,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","2012","2012",3339,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","2013","2013",3357,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","2014","2014",3417,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","2015","2015",3476,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","2016","2016",3525,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","2017","2017",3549,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","2018","2018",3586,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","2019","2019",3628,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ROU","Romania","2020","2020",3638,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","PER","Peru","2010","2010",127.2,"B","Break"
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","PER","Peru","2011","2011",121,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","PER","Peru","2012","2012",125.4,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","PER","Peru","2013","2013",134.7,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","PER","Peru","2014","2014",131,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","PER","Peru","2015","2015",130.6,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","PER","Peru","2016","2016",133.9,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","PER","Peru","2017","2017",123,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","PER","Peru","2018","2018",123.3,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","PER","Peru","2019","2019",129.3,,
"FOODFRUI","Fruits supply","KGPPERNB","Kilos per capita per year","PER","Peru","2020","2020",129.9,,
"VAPEVAPA","Vaping population: e-cigarettes use, adults (aged 15+)","VAPREGPC","% of population who are regular users","KOR","Korea","2019","2019",2.6,"D","Difference in methodology"
"VAPEVAPA","Vaping population: e-cigarettes use, adults (aged 15+)","VAPREGPC","% of population who are regular users","KOR","Korea","2020","2020",2.6,"D","Difference in methodology"
"VAPEVAPA","Vaping population: e-cigarettes use, adults (aged 15+)","VAPREGPC","% of population who are regular users","KOR","Korea","2021","2021",2.5,"D","Difference in methodology"
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","1992","1992",53.6,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","1993","1993",64.4,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","1994","1994",77.4,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","1995","1995",86.5,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","1996","1996",92.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","1997","1997",95.4,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","1998","1998",105.2,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","1999","1999",117,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2000","2000",99.1,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2001","2001",111.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2002","2002",121,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2003","2003",102,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2004","2004",71.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2005","2005",67.6,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2006","2006",80.5,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2007","2007",87.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2008","2008",89.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2009","2009",97.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2010","2010",69.2,"B","Break"
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2011","2011",71.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2012","2012",60.1,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2013","2013",70.4,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2014","2014",62.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2015","2015",76.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2016","2016",263.2,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2017","2017",255.6,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2018","2018",301.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2019","2019",287.4,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2020","2020",349.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1961","1961",104.7,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1962","1962",107.1,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1963","1963",118.4,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1964","1964",122.6,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1965","1965",105.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1966","1966",133.4,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1967","1967",119.4,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1968","1968",102.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1969","1969",101.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1970","1970",105.4,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1971","1971",104.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1972","1972",98.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1973","1973",101.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1974","1974",110.1,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1975","1975",110.6,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1976","1976",106.2,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1977","1977",117.1,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1978","1978",121.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1979","1979",139.1,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1980","1980",119,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1981","1981",133.7,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1982","1982",141.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1983","1983",127.7,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1984","1984",138.2,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1985","1985",129.2,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1986","1986",127.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1987","1987",155.1,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1988","1988",141.7,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1989","1989",120.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1990","1990",127.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1991","1991",110.7,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1992","1992",117.5,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1993","1993",111.7,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1994","1994",116.4,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1995","1995",129.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1996","1996",120.4,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1997","1997",125.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1998","1998",164.3,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","1999","1999",151.4,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","2000","2000",141.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","2001","2001",115.5,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","2002","2002",103.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","2003","2003",133.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","2004","2004",107.9,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","2005","2005",63.5,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","2006","2006",92.1,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","2007","2007",75.4,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","2008","2008",77.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","2009","2009",74.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","2010","2010",72.7,"B","Break"
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","2011","2011",68.2,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","2012","2012",60,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","2013","2013",67.7,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","2014","2014",67.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","2015","2015",76.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","2016","2016",93.1,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","2017","2017",90.8,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","2018","2018",96.6,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","2019","2019",99.1,,
"FOODVEGG","Vegetables supply","KGPPERNB","Kilos per capita per year","BGR","Bulgaria","2020","2020",87,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1961","1961",16.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1962","1962",16.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1963","1963",17.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1964","1964",17.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1965","1965",17.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1966","1966",16.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1967","1967",17,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1968","1968",17.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1969","1969",17.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1970","1970",18.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1971","1971",17,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1972","1972",16.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1973","1973",15,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1974","1974",16.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1975","1975",17.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1976","1976",17.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1977","1977",17.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1978","1978",15.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1979","1979",16.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1980","1980",16.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1981","1981",15.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1982","1982",14.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1983","1983",14.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1984","1984",13.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1985","1985",12.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1986","1986",12.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1987","1987",12.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1988","1988",11.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1989","1989",10.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1990","1990",11.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1991","1991",12.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1992","1992",12.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1993","1993",11.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1994","1994",10.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1995","1995",10.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1996","1996",9.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1997","1997",10.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1998","1998",9.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","1999","1999",9.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","2000","2000",7.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","2001","2001",7.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","2002","2002",7.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","2003","2003",7.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","2004","2004",7.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","2005","2005",7.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","2006","2006",7.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","2007","2007",8.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","2008","2008",8.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","2009","2009",8.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","2010","2010",8.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","2011","2011",7.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","2012","2012",8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","2013","2013",8.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","2014","2014",7.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","2015","2015",8.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","2016","2016",8.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","2017","2017",8.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","2018","2018",8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","ARG","Argentina","2019","2019",8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","1992","1992",44.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","1993","1993",41.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","1994","1994",46.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","1995","1995",47.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","1996","1996",46,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","1997","1997",41.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","1998","1998",41.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","1999","1999",38,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2000","2000",45.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2001","2001",57.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2002","2002",62,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2003","2003",67.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2004","2004",64.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2005","2005",61.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2006","2006",62.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2007","2007",48.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2008","2008",51.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2009","2009",50.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2010","2010",53.8,"B","Break"
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2011","2011",52.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2012","2012",46.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2013","2013",43.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2014","2014",56.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2015","2015",52.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2016","2016",53.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2017","2017",61.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2018","2018",59.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2019","2019",86.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","HRV","Croatia","2020","2020",79.7,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","PER","Peru","1975","1975",5.5,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","PER","Peru","1976","1976",5.7,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","PER","Peru","1977","1977",5.9,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","PER","Peru","1978","1978",6.2,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","PER","Peru","1979","1979",6.4,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","PER","Peru","1980","1980",6.6,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","PER","Peru","1981","1981",6.8,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","PER","Peru","1982","1982",7.1,,
